day_of_week,season,total_workers,cutting_workers,sewing_workers,finishing_workers,absent_workers,,,overtime_hours,cutting_output,sewing_output,finishing_output,final_output,daily_target,defect_rate,rework_percentage,machine_utilization,equipment_downtime,cutting_quality,sewing_quality,finishing_quality,workflow_blocked,bottleneck_department,reallocated_workers,diversion_success,productivity_gap,target_achieved,absence_rate
2,peak,67,13,43,11,9,,,6.92,429,963,252,232,270,0.0441,0.0814,0.8362,0,0.9413,0.9381,0.9641,1,Finishing,0,0,-38,0,0.118421053
3,peak,70,17,37,16,5,,,6.02,571,941,417,389,280,0.0286,0.0728,0.8794,0,0.9476,0.938,0.971,1,Finishing,4,1,109,1,0.066666667
4,off-peak,56,8,35,13,4,,,0,168,479,288,151,136,0.0273,0.0595,0.8304,0,0.9418,0.9084,0.9382,1,Cutting,5,1,15,1,0.066666667
5,off-peak,59,11,39,9,11,,,1.89,238,518,198,187,113,0.0184,0.0599,0.8044,0,0.9201,0.857,0.9395,1,Finishing,5,1,74,1,0.157142857
6,off-peak,64,10,44,10,3,,,2.65,271,771,271,264,136,0.0168,0.0309,0.9397,0,0.9383,0.8895,0.9326,1,Finishing,2,1,128,1,0.044776119
0,off-peak,57,12,32,13,10,,,2.89,344,525,337,307,161,0.0157,0.0894,0.9489,0,0.9204,0.8698,0.9759,1,Finishing,0,0,146,1,0.149253731
1,off-peak,65,13,38,14,6,,,1.96,350,684,374,339,183,0.017,0.0329,0.9109,0,0.9813,0.95,0.9759,1,Finishing,3,1,156,1,0.084507042
2,off-peak,51,8,34,9,7,,,0,153,463,182,141,166,0.0309,0.0686,0.7469,0,0.9866,0.8745,0.9675,1,Cutting,0,0,-25,0,0.120689655
3,off-peak,49,7,32,10,8,,,3.16,193,692,244,165,148,0.0294,0.1178,0.898,0,0.9459,0.9426,0.9834,1,Cutting,0,0,17,1,0.140350877
4,off-peak,61,13,39,9,6,,,3.61,357,744,221,198,154,0.0289,0.1144,0.844,0,0.9581,0.9636,0.9608,1,Finishing,3,1,44,1,0.089552239
5,off-peak,54,12,34,8,9,,,1.9,329,723,194,191,114,0.0189,0.0203,0.9434,0,0.9552,0.9613,0.9176,1,Finishing,0,0,77,1,0.142857143
6,off-peak,73,11,47,15,8,,,1.26,286,788,354,248,145,0.0193,0.1097,0.9037,0,0.9261,0.9289,0.9435,1,Cutting,3,1,103,1,0.098765432
0,off-peak,69,11,43,15,10,,,0.5,235,667,317,226,216,0.0315,0.03,0.8018,0,0.9268,0.9732,0.9374,1,Cutting,2,1,10,1,0.126582278
1,off-peak,81,15,48,18,3,,,1.95,390,767,398,350,247,0.0247,0.1017,0.8662,0,0.9318,0.9562,0.9145,1,Cutting,3,1,103,1,0.035714286
2,off-peak,72,15,43,14,2,,,0,269,615,255,238,180,0.0211,0.0683,0.7336,0,0.9523,0.9312,0.9065,1,Finishing,0,0,58,1,0.027027027
3,off-peak,70,12,42,16,3,,,0.7,327,667,379,285,217,0.0241,0.1133,0.9357,0,0.9685,0.9151,0.9175,1,Cutting,4,1,68,1,0.04109589
4,off-peak,75,11,48,16,5,,,0,247,635,372,226,226,0.0284,0.0582,0.8839,0,0.9392,0.8535,0.9329,1,Cutting,4,1,0,1,0.0625
5,off-peak,55,11,33,11,5,,,1.59,214,451,225,200,88,0.0125,0.0692,0.7354,0,0.9546,0.8533,0.9254,1,Finishing,3,1,112,1,0.083333333
6,off-peak,71,12,49,10,4,,,0.63,229,595,201,187,156,0.0225,0.0697,0.7184,0,0.965,0.8727,0.9756,1,Finishing,0,0,31,1,0.053333333
0,off-peak,70,16,42,12,11,,,0.31,266,574,243,233,181,0.0235,0.0463,0.715,0,0.9294,0.9163,0.9211,1,Finishing,2,1,52,1,0.135802469
1,off-peak,58,9,37,12,5,,,0.52,205,577,252,180,169,0.0308,0.1026,0.8505,0,0.9829,0.9583,0.9029,1,Cutting,2,1,11,1,0.079365079
2,off-peak,61,14,37,10,4,,,2.31,294,560,187,177,162,0.0303,0.0624,0.701,0,0.9585,0.9181,0.9064,1,Finishing,2,1,15,1,0.061538462
3,off-peak,77,15,46,16,3,,,0,271,637,297,236,201,0.0268,0.1183,0.7003,0,0.9698,0.9427,0.94,1,Cutting,5,1,35,1,0.0375
4,off-peak,75,17,47,11,3,,,1.24,328,563,212,195,192,0.0307,0.0903,0.7007,0,0.9641,0.9036,0.9455,1,Finishing,5,1,3,1,0.038461538
5,off-peak,70,11,47,12,6,,,0.93,248,693,239,223,135,0.018,0.0706,0.7856,0,0.9272,0.8938,0.9062,1,Cutting,2,1,88,1,0.078947368
6,off-peak,57,10,38,9,5,,,0.36,172,518,176,154,135,0.0229,0.1049,0.7139,0,0.9208,0.8549,0.9773,1,Cutting,0,0,19,1,0.080645161
0,off-peak,60,14,33,13,8,,,0,315,436,301,278,167,0.0169,0.0792,0.9038,0,0.9225,0.8912,0.9026,1,Cutting,3,1,111,1,0.117647059
1,off-peak,69,11,44,14,8,,,0.05,247,692,331,231,217,0.0274,0.0508,0.893,0,0.9735,0.9686,0.952,1,Cutting,0,0,14,1,0.103896104
2,off-peak,69,15,39,15,7,,,0,292,546,290,284,178,0.0197,0.023,0.7462,0,0.9331,0.9615,0.9141,1,Cutting,3,1,106,1,0.092105263
3,off-peak,50,10,31,9,8,,,0.86,183,370,178,159,134,0.0269,0.1198,0.7279,0,0.9333,0.9382,0.9067,1,Finishing,5,1,25,1,0.137931034
4,off-peak,63,15,35,13,6,,,1.11,327,669,303,289,184,0.0213,0.0506,0.8445,0,0.9558,0.9768,0.9185,1,Finishing,3,1,105,1,0.086956522
5,off-peak,74,12,49,13,4,,,0.06,305,676,321,287,168,0.0167,0.0563,0.9332,0,0.9619,0.858,0.9556,1,Cutting,3,1,119,1,0.051282051
6,off-peak,70,16,38,16,9,,,3.71,419,747,352,338,116,0.0115,0.0413,0.8258,0,0.9238,0.9456,0.9461,1,Finishing,0,0,222,1,0.113924051
0,off-peak,57,11,37,9,5,,,3.6,292,538,172,161,146,0.0281,0.0695,0.7712,0,0.9841,0.8738,0.9156,1,Finishing,0,0,15,1,0.080645161
1,off-peak,56,9,39,8,3,,,2.75,235,757,189,181,153,0.0267,0.0491,0.8849,0,0.9222,0.8528,0.9032,1,Finishing,3,1,28,1,0.050847458
2,off-peak,63,12,41,10,4,,,0.12,227,672,214,207,191,0.0293,0.0368,0.7707,0,0.9676,0.9747,0.9523,1,Finishing,3,1,16,1,0.059701493
3,off-peak,76,13,48,15,7,,,0.56,272,781,345,242,238,0.0292,0.0888,0.8478,0,0.9611,0.9631,0.977,1,Cutting,0,0,4,1,0.084337349
4,off-peak,63,15,37,11,2,,,3.25,375,668,234,216,165,0.0259,0.0871,0.7614,0,0.9847,0.8964,0.956,1,Finishing,4,1,51,1,0.030769231
5,off-peak,64,11,39,14,8,,,4.03,334,754,305,269,106,0.013,0.1197,0.8765,0,0.9827,0.9142,0.9098,1,Finishing,0,0,163,1,0.111111111
6,off-peak,66,16,39,11,9,,,4.11,269,467,156,141,114,0.0279,0.1077,0.5023,3.59,0.9874,0.8784,0.966,1,Finishing,2,1,27,1,0.12
0,off-peak,54,9,36,9,8,,,3.84,243,638,194,173,163,0.0302,0.1091,0.8616,0,0.9228,0.8977,0.9237,1,Finishing,0,0,10,1,0.129032258
1,off-peak,53,8,34,11,10,,,1.93,191,541,220,166,137,0.0258,0.1144,0.7937,0,0.9502,0.8521,0.9075,1,Cutting,3,1,29,1,0.158730159
2,off-peak,64,10,43,11,7,,,1.98,250,718,262,226,160,0.0222,0.1029,0.8568,0,0.978,0.9203,0.9477,1,Finishing,2,1,66,1,0.098591549
3,off-peak,78,13,51,14,5,,,1.92,299,868,276,268,242,0.0283,0.0291,0.7649,0,0.9527,0.9402,0.9344,1,Cutting,4,1,26,1,0.060240964
4,off-peak,67,13,40,14,3,,,1.39,320,677,296,281,166,0.0164,0.0535,0.8428,0,0.9497,0.8509,0.912,1,Cutting,2,1,115,1,0.042857143
5,off-peak,70,13,45,12,5,,,2.08,290,670,251,232,124,0.0182,0.0827,0.7752,0,0.9382,0.9466,0.9201,1,Finishing,3,1,108,1,0.066666667
6,off-peak,52,9,36,7,6,,,0.84,221,561,182,172,99,0.0173,0.0599,0.929,0,0.9735,0.8899,0.9215,1,Finishing,4,1,73,1,0.103448276
0,off-peak,67,13,39,15,15,,,0.95,321,744,326,293,187,0.0206,0.0878,0.8722,0,0.9226,0.9261,0.9003,1,Cutting,5,1,106,1,0.182926829
1,off-peak,79,19,41,19,2,,,0.9,499,756,454,406,229,0.0162,0.1073,0.9088,0,0.9741,0.914,0.9552,1,Cutting,3,1,177,1,0.024691358
2,off-peak,75,14,45,16,3,,,0,320,796,362,313,217,0.0221,0.021,0.869,0,0.9563,0.9647,0.9511,1,Cutting,5,1,96,1,0.038461538
3,off-peak,73,16,45,12,7,,,2.24,348,615,233,217,225,0.0325,0.0759,0.7341,0,0.9801,0.8645,0.9079,1,Finishing,3,1,-8,0,0.0875
4,off-peak,61,15,32,14,8,,,0,330,518,334,322,182,0.0163,0.0257,0.8596,0,0.9469,0.8723,0.9799,1,Cutting,5,1,140,1,0.115942029
5,off-peak,57,14,32,11,1,,,2.1,293,508,234,230,108,0.0156,0.0206,0.7387,0,0.9315,0.9259,0.93,1,Finishing,2,1,122,1,0.017241379
6,off-peak,65,9,45,11,9,,,1.68,200,590,212,177,122,0.0215,0.1089,0.7406,0,0.952,0.863,0.9561,1,Cutting,2,1,55,1,0.121621622
0,off-peak,65,11,44,10,10,,,2.89,263,801,211,192,180,0.03,0.0907,0.7592,0,0.9545,0.932,0.9604,1,Finishing,0,0,12,1,0.133333333
1,off-peak,58,14,36,8,9,,,0.11,248,409,168,157,151,0.0263,0.0673,0.7552,0,0.9485,0.9064,0.966,1,Finishing,0,0,6,1,0.134328358
2,off-peak,54,9,36,9,6,,,0.67,193,537,200,170,160,0.0279,0.1152,0.8137,0,0.9482,0.859,0.966,1,Cutting,5,1,10,1,0.1
3,off-peak,73,12,49,12,8,,,1.54,275,851,293,257,204,0.0234,0.0662,0.8789,0,0.9326,0.9019,0.9263,1,Finishing,4,1,53,1,0.098765432
4,off-peak,53,12,31,10,3,,,0.08,211,349,208,188,127,0.0191,0.1073,0.7097,0,0.9629,0.8617,0.9639,1,Finishing,4,1,61,1,0.053571429
5,off-peak,51,9,34,8,6,,,0.78,183,513,183,179,115,0.0203,0.025,0.832,0,0.9204,0.9422,0.9415,1,Finishing,4,1,64,1,0.105263158
6,off-peak,50,10,30,10,6,,,2,214,497,213,204,124,0.0202,0.046,0.7363,0,0.9623,0.933,0.9408,1,Finishing,3,1,80,1,0.107142857
0,off-peak,51,8,31,12,5,,,3.4,207,534,217,197,164,0.0298,0.0479,0.7207,0,0.9672,0.9256,0.9262,1,Cutting,4,1,33,1,0.089285714
1,off-peak,65,13,40,12,8,,,2.16,283,517,251,229,202,0.0276,0.0973,0.7241,0,0.9813,0.8677,0.9529,1,Finishing,4,1,27,1,0.109589041
2,off-peak,54,8,34,12,8,,,0.98,201,600,281,185,129,0.0215,0.0585,0.9023,0,0.9567,0.8843,0.9127,1,Cutting,4,1,56,1,0.129032258
3,off-peak,67,13,38,16,5,,,1.52,284,511,307,252,165,0.0218,0.1073,0.7423,0,0.9291,0.9299,0.9207,1,Cutting,2,1,87,1,0.069444444
4,off-peak,56,11,34,11,5,,,1.66,253,437,236,232,159,0.0197,0.0207,0.8121,0,0.9778,0.8848,0.9272,1,Finishing,0,0,73,1,0.081967213
5,off-peak,56,9,34,13,4,,,1.23,202,441,258,194,108,0.0185,0.0324,0.7171,0,0.9834,0.9447,0.9693,1,Cutting,3,1,86,1,0.066666667
6,off-peak,72,15,41,16,5,,,0.36,295,649,348,280,161,0.016,0.0442,0.8058,0,0.9427,0.9124,0.9793,1,Cutting,0,0,119,1,0.064935065
0,off-peak,59,13,33,13,10,,,0.02,260,381,254,234,170,0.02,0.0817,0.7755,0,0.9439,0.851,0.9267,1,Cutting,3,1,64,1,0.144927536
1,off-peak,70,12,46,12,10,,,2.16,316,884,287,259,193,0.0215,0.1003,0.8896,0,0.9498,0.8666,0.9785,1,Finishing,0,0,66,1,0.125
2,off-peak,64,13,38,13,9,,,2.33,329,737,315,282,191,0.0222,0.1159,0.8617,0,0.957,0.8975,0.9175,1,Finishing,2,1,91,1,0.123287671
3,off-peak,74,12,45,17,10,,,0.98,258,571,331,231,197,0.0289,0.0834,0.7385,0,0.9424,0.9696,0.9508,1,Cutting,3,1,34,1,0.119047619
4,off-peak,71,11,48,12,3,,,0,249,755,257,242,179,0.0223,0.0274,0.8554,0,0.9611,0.9156,0.9232,1,Cutting,5,1,63,1,0.040540541
5,off-peak,46,9,27,10,10,,,3.83,230,457,211,188,118,0.022,0.1189,0.7604,0,0.9477,0.9012,0.9189,1,Finishing,4,1,70,1,0.178571429
6,off-peak,77,12,48,17,6,,,2.98,308,885,372,285,135,0.0151,0.0639,0.8663,0,0.9248,0.9265,0.9162,1,Cutting,0,0,150,1,0.072289157
0,off-peak,53,11,31,11,19,,,2.69,247,485,215,209,159,0.0244,0.031,0.7487,0,0.9828,0.9409,0.9711,1,Finishing,0,0,50,1,0.263888889
1,off-peak,71,11,44,16,6,,,2.2,272,673,326,242,185,0.025,0.0936,0.7812,0,0.9782,0.8834,0.9425,1,Cutting,3,1,57,1,0.077922078
2,off-peak,72,14,41,17,4,,,0.4,308,624,395,275,222,0.0232,0.085,0.8773,0,0.9792,0.9411,0.9579,1,Cutting,0,0,53,1,0.052631579
3,off-peak,72,14,43,15,6,,,2.98,315,676,270,240,189,0.0246,0.1143,0.7237,0,0.9883,0.9054,0.9002,1,Finishing,0,0,51,1,0.076923077
4,off-peak,78,13,52,13,6,,,1.67,296,833,307,272,240,0.0286,0.0857,0.7947,0,0.9756,0.9554,0.9643,1,Finishing,3,1,32,1,0.071428571
5,off-peak,55,11,33,11,3,,,0.7,272,606,258,247,115,0.0141,0.0439,0.9065,0,0.9631,0.9339,0.9448,1,Cutting,4,1,132,1,0.051724138
6,off-peak,74,17,42,15,9,,,1.22,429,848,403,361,126,0.0116,0.113,0.9374,0,0.9792,0.9613,0.9587,1,Finishing,4,1,235,1,0.108433735
0,off-peak,60,13,35,12,10,,,0.75,322,709,316,286,161,0.0182,0.1052,0.9207,0,0.981,0.9524,0.9634,1,Finishing,2,1,125,1,0.142857143
1,off-peak,70,13,43,14,3,,,1.53,306,704,280,254,183,0.0219,0.0953,0.7661,0,0.9851,0.9355,0.9103,1,Cutting,2,1,71,1,0.04109589
2,off-peak,75,17,44,14,6,,,2.26,454,756,349,318,201,0.0208,0.0963,0.933,0,0.9495,0.9081,0.9101,1,Finishing,4,1,117,1,0.074074074
3,off-peak,54,8,38,8,4,,,0,181,538,177,167,131,0.0221,0.0607,0.8367,0,0.9745,0.8705,0.9478,1,Cutting,2,1,36,1,0.068965517
4,off-peak,61,12,40,9,3,,,0,253,575,215,195,191,0.0259,0.0971,0.8997,0,0.9222,0.8802,0.9311,1,Finishing,0,0,4,1,0.046875
5,off-peak,57,12,35,10,6,,,3.59,318,626,243,233,98,0.0142,0.0478,0.8365,0,0.9609,0.8823,0.9714,1,Finishing,4,1,135,1,0.095238095
6,off-peak,71,11,43,17,10,,,2.66,272,699,329,256,164,0.0235,0.0495,0.7524,0,0.9501,0.977,0.9367,1,Cutting,4,1,92,1,0.12345679
0,off-peak,67,16,35,16,9,,,0,316,481,319,296,190,0.0192,0.0641,0.7968,0,0.927,0.9011,0.9143,1,Cutting,5,1,106,1,0.118421053
1,off-peak,74,16,42,16,9,,,1.86,405,683,367,326,188,0.0172,0.1127,0.8989,0,0.9356,0.9112,0.9018,1,Finishing,0,0,138,1,0.108433735
2,off-peak,59,8,39,12,7,,,2.32,233,718,312,209,150,0.0236,0.08,0.9362,0,0.9269,0.884,0.9782,1,Cutting,5,1,59,1,0.106060606
3,off-peak,75,13,48,14,9,,,0.9,279,711,274,256,217,0.0268,0.0675,0.7679,0,0.9468,0.9301,0.9059,1,Cutting,3,1,39,1,0.107142857
4,off-peak,57,11,38,8,7,,,2.24,238,633,164,154,171,0.0361,0.0625,0.7458,0,0.9857,0.9752,0.946,1,Finishing,0,0,-17,0,0.109375
5,off-peak,59,12,38,9,6,,,2.07,262,627,196,185,101,0.0186,0.0634,0.7835,0,0.9481,0.951,0.9278,1,Finishing,4,1,84,1,0.092307692
6,off-peak,67,13,42,12,6,,,0.48,298,644,317,286,153,0.0145,0.0438,0.9416,0,0.9316,0.869,0.9385,1,Finishing,5,1,133,1,0.082191781
0,off-peak,67,11,41,15,8,,,2.61,308,589,328,279,169,0.0195,0.0911,0.838,0,0.9845,0.8534,0.9367,1,Cutting,5,1,110,1,0.106666667
1,off-peak,66,15,39,12,5,,,1.89,305,608,266,249,195,0.0245,0.0702,0.757,0,0.9295,0.881,0.9825,1,Finishing,2,1,54,1,0.070422535
2,off-peak,47,8,32,7,8,,,1.88,171,457,152,139,147,0.0342,0.0979,0.7958,0,0.9485,0.9063,0.9314,1,Finishing,3,1,-8,0,0.145454545
3,off-peak,74,14,46,14,8,,,3.62,396,822,363,324,230,0.0257,0.116,0.8901,0,0.9289,0.9404,0.9479,1,Finishing,4,1,94,1,0.097560976
4,off-peak,76,14,49,13,8,,,0.18,319,825,300,292,197,0.0196,0.0267,0.8865,0,0.9398,0.9281,0.9127,1,Cutting,5,1,95,1,0.095238095
5,off-peak,70,15,38,17,6,,,1.48,367,768,415,330,150,0.0141,0.0898,0.9215,0,0.9464,0.9608,0.9424,1,Cutting,0,0,180,1,0.078947368
6,off-peak,78,15,47,16,5,,,1.34,357,667,338,312,137,0.0127,0.0771,0.7827,0,0.9839,0.8639,0.967,1,Cutting,2,1,175,1,0.060240964
0,off-peak,67,16,40,11,11,,,0.17,370,752,291,285,185,0.0208,0.0245,0.9365,0,0.9816,0.9788,0.9338,1,Finishing,5,1,100,1,0.141025641
1,off-peak,79,19,42,18,5,,,3.09,466,684,370,330,221,0.0211,0.1107,0.7853,0,0.9491,0.9109,0.9564,1,Finishing,0,0,109,1,0.05952381
2,off-peak,72,11,45,16,3,,,0,227,571,326,208,220,0.03,0.0584,0.7737,0.77,0.9887,0.8553,0.9461,1,Cutting,4,1,-12,0,0.04
3,off-peak,53,7,34,12,3,,,0,169,494,257,161,170,0.0323,0.0334,0.8473,0,0.9803,0.9235,0.9322,1,Cutting,2,1,-9,0,0.053571429
4,off-peak,78,15,51,12,4,,,2.96,342,861,262,243,199,0.0262,0.0796,0.7781,0,0.9292,0.8556,0.958,1,Finishing,4,1,44,1,0.048780488
5,off-peak,61,9,39,13,4,,,0.89,179,655,241,154,99,0.0219,0.1061,0.7392,0,0.9561,0.9761,0.9145,1,Cutting,3,1,55,1,0.061538462
6,off-peak,72,14,41,17,6,,,2.46,385,736,420,352,151,0.014,0.0797,0.913,0,0.9859,0.9655,0.9822,1,Cutting,0,0,201,1,0.076923077
0,off-peak,48,8,33,7,7,,,3.75,202,527,135,121,154,0.0413,0.1103,0.7598,0,0.9777,0.9112,0.963,1,Finishing,0,0,-33,0,0.127272727
1,off-peak,66,10,42,14,2,,,1.01,207,662,271,192,189,0.0317,0.0559,0.7408,0,0.9422,0.927,0.9593,1,Cutting,2,1,3,1,0.029411765
2,off-peak,66,15,41,10,4,,,2.6,352,833,215,199,210,0.0349,0.0764,0.8215,0,0.9283,0.9761,0.9562,1,Finishing,0,0,-11,0,0.057142857
3,off-peak,49,8,31,10,12,,,0.59,200,556,228,195,127,0.0213,0.0242,0.9137,0,0.9473,0.9597,0.9033,1,Cutting,5,1,68,1,0.196721311
4,off-peak,65,13,40,12,7,,,4.28,396,766,308,292,177,0.0213,0.0562,0.8688,0,0.9646,0.8929,0.9888,1,Finishing,5,1,115,1,0.097222222
5,off-peak,62,10,43,9,5,,,1.81,224,636,220,204,131,0.0217,0.0797,0.8246,0,0.9373,0.9518,0.9638,1,Finishing,4,1,73,1,0.074626866
6,off-peak,71,11,47,13,6,,,2.71,270,801,272,239,118,0.0159,0.1149,0.8149,0,0.9476,0.945,0.9279,1,Cutting,0,0,121,1,0.077922078
0,off-peak,62,11,40,11,13,,,3.48,308,743,256,226,156,0.0227,0.1187,0.8826,0,0.968,0.9332,0.9241,1,Finishing,0,0,70,1,0.173333333
1,off-peak,71,11,45,15,12,,,2.11,277,630,316,265,224,0.0267,0.0411,0.7722,0,0.9837,0.8616,0.98,1,Cutting,5,1,41,1,0.144578313
2,off-peak,53,8,37,8,3,,,0,152,577,175,142,164,0.0317,0.0574,0.8058,0,0.9543,0.9151,0.9465,1,Cutting,0,0,-22,0,0.053571429
3,off-peak,71,11,46,14,4,,,0.21,193,629,269,172,183,0.0291,0.0811,0.7669,0,0.9285,0.9023,0.905,1,Cutting,0,0,-11,0,0.053333333
4,off-peak,63,12,38,13,7,,,2.67,347,778,352,340,156,0.016,0.0227,0.9386,0,0.9802,0.9594,0.9353,1,Finishing,5,1,184,1,0.1
5,off-peak,54,9,35,10,3,,,0.15,189,423,196,178,88,0.0142,0.0607,0.7614,0,0.9549,0.8593,0.9346,1,Cutting,5,1,90,1,0.052631579
6,off-peak,60,12,35,13,10,,,2.71,279,596,297,264,118,0.014,0.0579,0.7883,0,0.9229,0.9038,0.9781,1,Finishing,2,1,146,1,0.142857143
0,peak,58,10,38,10,9,,,6.38,364,934,246,240,220,0.0346,0.0307,0.9006,0,0.9733,0.8835,0.9135,1,Finishing,5,1,20,1,0.134328358
1,peak,71,14,42,15,8,,,2.75,355,732,376,319,265,0.0264,0.1055,0.8401,0,0.9427,0.9124,0.985,1,Finishing,5,1,54,1,0.101265823
2,peak,68,10,42,16,10,,,1.59,190,559,305,179,246,0.0412,0.0375,0.7128,0,0.9668,0.9267,0.9518,1,Cutting,0,0,-67,0,0.128205128
3,peak,53,12,32,9,4,,,5.29,397,650,240,231,179,0.0284,0.0422,0.9093,0,0.9308,0.8943,0.9602,1,Finishing,4,1,52,1,0.070175439
4,peak,52,12,29,11,6,,,3.05,343,585,298,288,215,0.0242,0.0365,0.9086,0,0.9868,0.8668,0.9741,1,Finishing,4,1,73,1,0.103448276
5,peak,59,10,35,14,8,,,0,220,582,318,207,163,0.0228,0.0414,0.8873,0,0.9595,0.9635,0.9284,1,Cutting,0,0,44,1,0.119402985
6,peak,75,12,50,13,3,,,5.62,323,818,270,244,208,0.0288,0.0968,0.7583,0,0.9268,0.8799,0.9633,1,Finishing,0,0,36,1,0.038461538
0,peak,52,8,34,10,7,,,0.09,179,517,222,174,187,0.0311,0.0232,0.8485,0,0.9458,0.8726,0.9588,1,Cutting,4,1,-13,0,0.118644068
1,peak,63,15,36,12,12,,,2.16,342,617,280,270,225,0.0274,0.0413,0.8226,0,0.9367,0.9164,0.9613,1,Finishing,3,1,45,1,0.16
2,peak,49,10,28,11,6,,,2.31,223,529,213,205,205,0.0324,0.0376,0.7872,0,0.9292,0.9687,0.9027,1,Finishing,0,0,0,1,0.109090909
3,peak,65,15,41,9,9,,,7.43,577,962,252,245,246,0.0421,0.0307,0.9284,0,0.9452,0.9445,0.9763,1,Finishing,4,1,-1,0,0.121621622
4,peak,65,11,38,16,5,,,7.29,336,706,299,284,231,0.0315,0.0524,0.7204,0,0.9696,0.9466,0.9503,1,Finishing,0,0,53,1,0.071428571
5,peak,54,8,38,8,2,,,1.58,167,598,165,149,152,0.0334,0.1103,0.7763,0,0.9791,0.9311,0.9264,1,Finishing,2,1,-3,0,0.035714286
6,peak,77,12,53,12,5,,,3.73,338,1085,270,243,220,0.0293,0.1013,0.8782,0,0.941,0.9083,0.9303,1,Finishing,0,0,23,1,0.06097561
0,peak,64,11,41,12,12,,,3.7,325,798,320,303,262,0.0298,0.059,0.9332,0,0.9349,0.8973,0.9297,1,Finishing,4,1,41,1,0.157894737
1,peak,69,12,43,14,9,,,0,290,757,347,256,246,0.0295,0.0983,0.9069,0,0.9801,0.9208,0.9843,1,Cutting,5,1,10,1,0.115384615
2,peak,56,10,35,11,3,,,2.35,256,645,271,238,218,0.0277,0.0732,0.8459,0,0.973,0.8833,0.9475,1,Finishing,5,1,20,1,0.050847458
3,peak,63,10,42,11,6,,,2.36,289,893,300,280,243,0.0285,0.0359,0.9466,0,0.9627,0.9389,0.9557,1,Finishing,4,1,37,1,0.086956522
4,peak,80,18,50,12,3,,,6.39,652,1413,280,268,308,0.0445,0.0451,0.9383,0,0.9331,0.9774,0.9158,1,Finishing,0,0,-40,0,0.036144578
5,peak,53,12,31,10,3,,,7.04,445,638,248,227,163,0.0297,0.0917,0.8895,0,0.9652,0.9404,0.9386,1,Finishing,5,1,64,1,0.053571429
6,peak,61,11,40,10,5,,,5.81,356,918,244,224,185,0.0295,0.0821,0.8775,0,0.943,0.923,0.9654,1,Finishing,0,0,39,1,0.075757576
0,peak,70,16,41,13,9,,,7.55,579,794,314,308,270,0.0333,0.0228,0.9053,0,0.9236,0.8509,0.9102,1,Finishing,2,1,38,1,0.113924051
1,peak,71,10,46,15,11,,,1.01,237,821,334,212,252,0.0346,0.0751,0.8762,0,0.9741,0.924,0.9244,1,Cutting,0,0,-40,0,0.134146341
2,peak,55,12,35,8,5,,,7.27,366,704,174,163,195,0.0495,0.0725,0.7717,0,0.93,0.9378,0.9405,1,Finishing,2,1,-32,0,0.083333333
3,peak,71,15,44,12,7,,,0,262,569,258,236,248,0.0327,0.094,0.7594,0,0.9512,0.9527,0.9223,1,Finishing,2,1,-12,0,0.08974359
4,peak,58,11,38,9,8,,,2.13,278,553,228,223,241,0.033,0.0275,0.8412,0,0.9896,0.8537,0.9823,1,Finishing,2,1,-18,0,0.121212121
5,peak,73,12,50,11,11,,,6.7,417,1006,240,214,193,0.0309,0.112,0.8636,0,0.9713,0.8554,0.9087,1,Finishing,0,0,21,1,0.130952381
6,peak,72,12,43,17,8,,,5.96,337,747,310,277,210,0.026,0.1074,0.7357,0,0.9743,0.8809,0.9061,1,Finishing,0,0,67,1,0.1
0,peak,62,11,41,10,6,,,5.57,364,834,232,209,214,0.0374,0.1008,0.8693,0,0.9692,0.9514,0.9748,1,Finishing,0,0,-5,0,0.088235294
1,peak,71,11,49,11,3,,,6.71,335,1075,252,240,255,0.0424,0.0518,0.7599,0,0.942,0.9213,0.9793,1,Finishing,4,1,-15,0,0.040540541
2,peak,66,13,40,13,2,,,1.23,263,489,273,252,249,0.0282,0.045,0.7205,0,0.9767,0.8615,0.9386,1,Finishing,4,1,3,1,0.029411765
3,peak,70,10,44,16,3,,,8.1,391,867,396,377,252,0.0265,0.04,0.8824,0,0.9667,0.8794,0.9147,1,Finishing,3,1,125,1,0.04109589
4,peak,69,15,43,11,3,,,0.28,285,615,254,238,259,0.035,0.0715,0.8153,0,0.9288,0.9763,0.9684,1,Finishing,5,1,-21,0,0.041666667
5,peak,53,12,33,8,6,,,5.68,334,589,181,178,133,0.0285,0.023,0.7782,0,0.9279,0.9191,0.9825,1,Finishing,4,1,45,1,0.101694915
6,peak,56,11,32,13,3,,,3.26,292,617,304,272,150,0.019,0.0716,0.8593,0,0.938,0.9518,0.9182,1,Finishing,3,1,122,1,0.050847458
0,peak,60,12,38,10,8,,,7.91,350,809,209,188,237,0.0546,0.1129,0.7193,0,0.9267,0.952,0.9767,1,Finishing,5,1,-49,0,0.117647059
1,peak,74,17,42,15,7,,,0.13,357,673,369,339,285,0.023,0.0501,0.8867,0,0.9597,0.9051,0.9874,1,Cutting,0,0,54,1,0.086419753
2,peak,50,9,31,10,9,,,3.35,248,539,230,213,182,0.0271,0.0749,0.8386,0,0.9277,0.8888,0.9646,1,Cutting,5,1,31,1,0.152542373
3,peak,57,11,33,13,9,,,2.09,262,597,294,240,204,0.0247,0.0776,0.8415,0,0.961,0.8773,0.9566,1,Cutting,0,0,36,1,0.136363636
